name;grep-runtime;grep-result;re-runtime;re-result;pcre2-runtime;pcre2-result;rsaregex-runtime;rsaregex-result;rsaregex-matchtime;oldrsa-runtime;oldrsa-result;oldrsa-matchtime;js-runtime;js-result;java-runtime;java-result;net-runtime;net-result;rsacpp-runtime;rsacpp-result;rsacpp-matchtime
263;0.01;True;0.04;False;0.01;False;5.89;False;5.836384014;4.5;False;4.455082664;0.07;False;0.13;False;0.05;False;ERR;ERR;ERR
264;0.01;True;0.01;True;ERR;ERR;0.6;True;0.5279219;0.6;True;0.531526701;0.06;True;0.06;False;0.05;True;ERR;ERR;ERR
265;0.01;True;0.01;False;0.01;False;0.05;False;0.0003466709999999998;0.04;False;0.0002696449999999989;0.06;False;0.02;False;0.04;False;ERR;ERR;ERR
266;0.01;True;0.01;True;ERR;ERR;0.64;True;0.5617253010000001;0.59;True;0.508770024;0.07;True;0.07;False;0.05;True;ERR;ERR;ERR
267;0.01;True;0.0;True;ERR;ERR;0.54;True;0.509640801;0.45;True;0.410695714;0.07;True;0.09;False;ERR;ERR;ERR;ERR;ERR
268;0.01;True;0.0;True;ERR;ERR;0.36;True;0.325780587;0.33;True;0.299790817;0.05;True;0.07;False;0.04;True;ERR;ERR;ERR
269;0.01;True;0.01;True;ERR;ERR;0.4;True;0.364573916;0.37;True;0.331422286;0.06;True;0.09;False;0.06;True;ERR;ERR;ERR
270;0.01;True;0.0;False;0.02;False;3.14;False;2.88419588;2.43;False;2.1641655920000002;0.07;False;0.12;False;0.03;False;ERR;ERR;ERR
271;0.01;True;0.01;True;ERR;ERR;0.77;True;0.657780218;0.66;True;0.557989053;0.08;True;0.09;False;0.04;True;ERR;ERR;ERR
272;0.01;True;0.01;True;ERR;ERR;3.29;True;2.876762469;2.51;True;2.120364098;0.06;True;0.15;False;0.03;True;ERR;ERR;ERR
273;0.0;True;0.03;False;0.01;False;3.37;False;3.3202536040000004;2.56;False;2.514945572;0.07;False;0.15;False;0.05;False;ERR;ERR;ERR
274;0.01;True;0.01;True;ERR;ERR;1.59;True;1.547691645;1.35;True;1.310808854;0.07;True;0.12;False;0.04;True;ERR;ERR;ERR
275;0.01;True;0.0;True;ERR;ERR;0.61;True;0.5567583150000001;0.57;True;0.533372653;0.08;True;0.08;False;0.04;True;ERR;ERR;ERR
276;ERR;ERR;0.01;False;0.01;False;0.03;False;6.597900000000073e-05;0.03;False;5.7776000000002437e-05;0.07;False;0.03;False;0.05;False;ERR;ERR;ERR
277;0.02;True;0.01;True;ERR;ERR;0.74;True;0.6372004170000001;0.56;True;0.45869346800000005;0.07;True;0.09;False;0.04;True;ERR;ERR;ERR
278;0.01;True;0.01;False;0.01;False;0.05;False;0.00033614399999999656;0.05;False;0.00028788199999999625;0.06;False;0.05;False;0.05;False;ERR;ERR;ERR
279;0.0;True;0.03;False;0.02;False;3.48;False;3.4214448689999997;2.65;False;2.591745651;0.09;False;0.11;False;0.04;False;ERR;ERR;ERR
280;0.01;True;0.01;True;ERR;ERR;0.42;True;0.39692821;0.38;True;0.354996501;0.06;True;0.06;False;0.05;True;ERR;ERR;ERR
281;ERR;ERR;0.01;False;0.01;False;0.03;False;6.84930000000028e-05;0.02;False;5.488299999999863e-05;0.05;False;0.04;False;0.04;False;ERR;ERR;ERR
282;0.02;True;TO;TO;0.02;False;4.61;False;4.229672919;3.75;False;3.402302336;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR
283;0.01;True;0.04;False;0.01;False;3.18;False;3.133393925;2.49;False;2.444300446;0.08;False;0.2;False;0.05;False;ERR;ERR;ERR
284;0.01;True;0.0;True;ERR;ERR;0.73;True;0.629463345;0.63;True;0.554064569;0.08;True;0.08;False;0.06;True;ERR;ERR;ERR
285;0.01;True;0.01;True;ERR;ERR;0.64;True;0.534519164;0.71;True;0.605449129;0.07;True;0.06;False;0.07;True;ERR;ERR;ERR
286;0.01;True;0.01;True;ERR;ERR;0.36;True;0.330709044;0.31;True;0.289789815;0.07;True;0.09;False;0.07;True;ERR;ERR;ERR
287;0.01;True;0.01;True;ERR;ERR;0.36;True;0.329883736;0.35;True;0.313350569;0.06;True;0.08;False;0.04;True;ERR;ERR;ERR
288;0.01;True;0.0;True;ERR;ERR;0.61;True;0.526425414;0.48;True;0.38932036;0.07;True;0.08;False;0.04;True;ERR;ERR;ERR
289;0.01;True;TO;TO;0.01;False;2.18;False;2.150947173;2.24;False;2.208517434;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR
290;0.01;True;0.01;True;ERR;ERR;0.64;True;0.550165628;0.59;True;0.503393824;0.07;True;0.07;False;0.04;True;ERR;ERR;ERR
291;0.02;True;0.01;False;0.01;False;0.3;False;0.0020182590000000222;0.27;False;0.0015645190000000142;0.07;False;0.04;False;0.06;False;ERR;ERR;ERR
292;0.01;True;0.01;False;0.02;False;0.25;False;0.002316888000000017;0.27;False;0.001783617000000015;0.08;False;0.04;False;0.06;False;ERR;ERR;ERR
293;0.01;True;0.01;False;0.01;False;0.32;False;0.002446963000000024;0.27;False;0.0017493660000000022;0.06;False;0.04;False;0.05;False;ERR;ERR;ERR
294;0.01;True;0.01;False;0.01;False;0.27;False;0.0021521800000000035;0.28;False;0.0018014940000000146;0.08;False;0.03;False;0.05;False;ERR;ERR;ERR
295;0.01;True;0.0;True;ERR;ERR;0.65;True;0.5837711910000001;0.71;True;0.628618145;0.07;True;0.09;False;0.05;True;ERR;ERR;ERR
296;0.02;True;0.01;True;ERR;ERR;0.71;True;0.60646227;0.72;True;0.6258711650000001;0.06;True;0.08;False;0.05;True;ERR;ERR;ERR
297;0.01;True;0.01;False;0.01;False;0.05;False;0.0003735200000000022;0.04;False;0.0002905860000000024;0.06;False;0.03;False;0.05;False;ERR;ERR;ERR
298;0.01;True;0.0;True;ERR;ERR;0.61;True;0.520983897;0.67;True;0.581841694;0.07;True;0.1;False;0.05;True;ERR;ERR;ERR
