name;grep-runtime;grep-result;re-runtime;re-result;pcre2-runtime;pcre2-result;rsaregex-runtime;rsaregex-result;rsaregex-matchtime;nolocrsa-runtime;nolocrsa-result;nolocrsa-matchtime;js-runtime;js-result;java-runtime;java-result;net-runtime;net-result;rsacpp-runtime;rsacpp-result;rsacpp-matchtime
233;0.01;False;0.01;False;0.01;False;32.6;False;0.3224364770000001;10.2;False;0.029297375000000514;0.05;False;0.03;False;0.03;False;ERR;ERR;ERR
234;0.01;False;0.02;False;0.01;False;46.09;False;0.0013685840000050575;0.05;False;0.00019604499999999886;0.04;False;ERR;ERR;0.03;False;ERR;ERR;ERR
235;0.01;False;0.01;True;0.01;True;31.5;True;0.22401271299999692;7.76;True;0.02440424100000005;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
236;0.01;False;0.44;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
237;0.0;False;0.0;False;0.01;False;39.01;False;0.00020407699999935858;0.08;False;4.616899999999868e-05;0.05;False;0.04;False;0.03;False;ERR;ERR;ERR
238;ERR;ERR;0.0;False;0.01;False;6.45;False;0.07108126299999995;1.55;False;0.014915467999999876;0.05;False;0.03;False;0.05;False;ERR;ERR;ERR
239;ERR;ERR;TO;TO;0.01;False;0.45;False;0.0011158449999999487;0.08;False;0.0003819830000000024;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR
240;0.02;True;0.01;True;0.01;True;0.46;True;0.338961521;0.2;True;0.146993648;0.05;True;0.04;True;0.04;True;ERR;ERR;ERR
241;0.01;False;0.01;False;0.01;False;0.03;False;2.063100000000012e-05;0.03;False;1.3198999999998462e-05;0.06;False;0.03;False;0.04;False;ERR;ERR;ERR
242;ERR;ERR;TO;TO;ERR;ERR;16.24;False;0.0027193610000004753;0.24;False;0.0008197000000000065;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR
243;0.0;False;0.01;False;0.01;False;0.44;False;0.20851507200000002;0.16;False;0.080494063;0.05;False;0.07;False;0.04;False;ERR;ERR;ERR
244;0.01;False;0.0;False;0.01;False;1.22;False;0.1890954720000001;0.47;False;0.026228269000000026;0.06;False;0.06;False;0.04;False;0.02;False;0.02170264534652233
245;0.01;False;0.01;True;0.01;True;6.3;True;0.20214569999999998;0.75;True;0.02353055000000004;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
246;ERR;ERR;0.01;True;0.01;True;TO;TO;TO;ERR;ERR;ERR;0.07;True;TO;TO;0.04;True;ERR;ERR;ERR
247;0.01;False;0.01;False;0.01;False;0.2;False;7.587400000000355e-05;0.03;False;1.9309000000002075e-05;0.06;False;0.04;False;0.03;False;ERR;ERR;ERR
248;0.01;False;1.29;False;2.09;False;4.99;False;0.19573930499999914;0.62;False;0.029169634000000055;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
249;0.02;False;0.0;False;0.0;False;0.15;False;0.08795810500000001;0.08;False;0.03924678;0.05;False;0.04;False;0.03;False;ERR;ERR;ERR
250;0.0;False;0.0;False;0.01;False;6.11;False;0.12775960800000075;0.12;False;0.04005049599999999;0.06;False;ERR;ERR;0.04;False;ERR;ERR;ERR
251;0.01;False;0.38;False;0.58;False;17.02;False;0.13636363200000012;3.17;False;0.041152038999999974;0.15;False;ERR;ERR;1.32;False;ERR;ERR;ERR
252;ERR;ERR;0.01;False;0.01;False;11.65;False;0.00010379599999943423;0.13;False;5.0085000000005264e-05;0.06;False;0.02;False;0.03;False;ERR;ERR;ERR
253;ERR;ERR;0.01;True;0.01;True;2.82;True;0.582209126;0.19;True;0.12029568300000001;0.06;True;0.04;True;0.03;True;ERR;ERR;ERR
254;ERR;ERR;0.01;True;0.01;True;1.26;True;0.13496576299999985;0.19;True;0.038785666999999996;0.06;True;ERR;ERR;0.03;True;ERR;ERR;ERR
255;ERR;ERR;0.0;False;0.0;False;TO;TO;TO;1.82;False;0.029218637000000047;0.06;False;0.03;False;0.05;False;ERR;ERR;ERR
256;0.0;False;0.01;True;0.01;True;1.01;True;0.17526343;0.21;True;0.04311484500000001;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
257;0.01;False;0.02;False;0.0;False;27.43;False;0.1470810190000016;2.23;False;0.02534519299999971;0.06;False;ERR;ERR;0.13;False;ERR;ERR;ERR
